Accounting-Control-Number-Numéro-contrôle-comptable,Journal-Voucher-Type-Code-Code-du-type-de-pièce-de-journal,Fiscal-Year-Année-Fiscale,Journal-Voucher-Identifier-Identificateur-de-la-pièce-de-journal,Accounting-Effective-Date-Date-d'entrée-en-vigueur-comptable,DepartmentNumber-Numéro-de-Ministère,Fiscal-Month-Mois-Fiscal,Journal-Voucher-Item-Identifier-Identificateur-de-l'item-de-la-pièce-de-journal,Financial-Coding-Block-Bloc-de-codage-financier,Subleger-Account-Identifier-Compte-du-grand-livre-auxiliaire,Credit/Debit-Code-Code-Crédit/Débit,Journal-Voucher-Item-Amount-Montant-de-l'item-de-la-pièce-de-journal,Control-Data-Type-Type-de-données-de-contrôle,Accounting-Summary-Transaction-Line-Count-Sommaire-comptable-transaction-compte-ligne,GBS-Control-Number-Numéro-de-contrôle-du-SBG,General-Ledger-Account-Code-Code-du-compte-du-grand-livre-général
202323600034,ADEPT,2023/2024,,2023-08-23,122,05,1,,1221887,DR,1228.08,COK,3,202323500128171,
202323600035,ADEPT,2023/2024,,2023-08-23,122,05,1,,1221953,DR,1250.00,COK,1,202323500128172,
202323600036,ADEPT,2023/2024,,2023-08-23,122,05,1,,1221962,DR,300.00,COK,1,202323500128173,
202323600037,ADEPT,2023/2024,,2023-08-23,122,05,1,,1222509,DR,9672.31,COK,6,202323500128174,
202323600038,ADEPT,2023/2024,,2023-08-23,122,05,1,,1224390,DR,186.50,COK,1,202323500128175,
202323600039,ADEPT,2023/2024,,2023-08-23,122,05,1,,1224391,DR,617.00,COK,2,202323500128176,
202323600040,ADEPT,2023/2024,,2023-08-23,122,05,1,,1224393,DR,280.50,COK,1,202323500128177,
202323600041,ADEPT,2023/2024,,2023-08-23,122,05,1,,1224394,DR,302.75,COK,2,202323500128178,
202323600042,ADEPT,2023/2024,,2023-08-23,122,05,1,,1224395,DR,244.00,COK,2,202323500128179,
202323600043,ADEPT,2023/2024,,2023-08-23,122,05,1,,1224396,DR,269.50,COK,1,202323500128180,
202323600044,AFDEP,2023/2024,,2023-08-23,014,05,1,,0147031,DR,937.67,COL,1,202323500128146,
202323600045,FORFR,2023/2024,,2023-08-23,014,05,1,,0147005,CR,414.54,COL,1,202323500128137,
202323600046,JVEFI,2023/2024,,2023-08-24,005,05,1,,0050050,DR,1253.27,CMC,1,202323600128181,
202323600047,JVEFI,2023/2024,,2023-08-24,005,05,1,,0050054,DR,4503.06,CMC,4,202323600128182,
202323600048,JVEFI,2023/2024,,2023-08-24,018,05,1,,0180125,DR,2092.76,CMC,2,202323600128186,
202323600049,JVEFI,2023/2024,,2023-08-24,018,05,1,,0183132,CR,10489.73,CMC,2,202323600128188,
202323600050,JVEFI,2023/2024,,2023-08-24,018,05,1,,0186369,DR,3473.50,CMC,1,202323600128189,
202323600051,JVEFI,2023/2024,,2023-08-24,005,05,1,,0050054,CR,101.48,CMC,2,202323600128182,
202323600052,JVEFI,2023/2024,,2023-08-24,018,05,1,,0180103,DR,3204.29,CMC,1,202323600128184,
202323600053,JVEFI,2023/2024,,2023-08-24,018,05,1,,0180114,DR,826.38,CMC,1,202323600128185,
202323600054,JVEFI,2023/2024,,2023-08-24,018,05,1,,0182184,DR,17431.63,CMC,1,202323600128187,
202323600055,JVEFI,2023/2024,,2023-08-24,030,05,1,,0301612,DR,2340.14,CMC,2,202323600128190,
202323600056,JVFID,2023/2024,,2023-08-24,097,05,1,,,DR,2562.43,JMU,1,202323600128192,
202323600057,JVFIR,2023/2024,,2023-08-24,097,05,1,,,DR,725290.52,JMT,1,202323600128191,
202323600058,JVFIR,2023/2024,,2023-08-24,097,05,1,,,DR,7739151.18,JMT,1,202323600128191,
202323600059,JVFIR,2023/2024,,2023-08-24,097,05,1,,,DR,40374632.70,JMT,1,202323600128191,
202323600060,JVIVI,2023/2024,,2023-08-24,006,05,1,,0060000,DR,2255.97,CMD,3,202323600128183,
202323600061,JVIVR,2023/2024,,2023-08-23,006,05,1,,0060000,DR,43.27,CMF,1,202323500128133,
202323600062,RGEPA,2023/2024,,2023-08-23,097,05,1,,,DR,574552733.65,JMZ,1,202323500128156,
202323700000,EPAYR,2023/2024,,2023-08-24,097,05,1,,,DR,2892389.68,JMR,13,202323600128204,
202323700001,JVBDP,2023/2024,,2023-08-24,097,05,1,,,DR,2727712394.96,JMY,66,202323600128206,
202323700002,JVBRC,2023/2024,,2023-08-24,006,05,1,,0060000,DR,8112500.00,CMJ,1,202323600128195,
202323700003,JVBRT,2023/2024,,2023-08-24,006,05,1,,0060000,DR,167871000.00,CMT,1,202323600128196,
202323700004,JVRDI,2023/2024,,2023-08-24,006,05,1,,0060000,DR,67272.31,CMI,38,202323600128194,
202323700005,JVRGI,2023/2024,,2023-08-24,097,05,1,,,DR,860154898.16,JMG,44,202323600128202,
202323700006,RDBOA,2023/2024,,2023-08-24,097,05,1,,,DR,48865864.19,JND,3,202323600128208,
202323700007,JVLVP,2023/2024,,2023-08-24,097,05,1,,,DR,2694649572.97,JML,2,202323600128203,
202323700008,ADEPT,2023/2024,,2023-08-24,014,05,1,,0147004,DR,860.06,COK,1,202323600128197,
202323700009,ADEPT,2023/2024,,2023-08-24,014,05,1,,0147029,DR,944.91,COK,1,202323600128199,
202323700010,ADEPT,2023/2024,,2023-08-24,014,05,1,,0147030,DR,373.18,COK,1,202323600128200,
202323700011,ADEPT,2023/2024,,2023-08-24,014,05,1,,0148455,DR,1119.00,COK,1,202323600128201,
202323700012,ADEPT,2023/2024,,2023-08-24,122,05,1,,1221497,DR,116.75,COK,1,202323600128209,
202323700013,AFDEP,2023/2024,,2023-08-24,014,05,1,,0147005,DR,414.54,COL,1,202323600128198,
202323700014,JVEFI,2023/2024,,2023-08-25,005,05,1,,0050000,DR,1454.25,CMC,1,202323700128210,
202323700015,JVEFI,2023/2024,,2023-08-25,005,05,1,,0050050,DR,8356.82,CMC,4,202323700128211,
202323700016,JVEFI,2023/2024,,2023-08-25,005,05,1,,0050054,DR,3232.49,CMC,3,202323700128212,
202323700017,JVEFI,2023/2024,,2023-08-25,018,05,1,,0180113,DR,1456.53,CMC,1,202323700128214,
202323700018,JVEFI,2023/2024,,2023-08-25,018,05,1,,0180125,DR,7498.71,CMC,7,202323700128215,
202323700019,JVEFI,2023/2024,,2023-08-25,018,05,1,,0181678,DR,16541.55,CMC,1,202323700128216,
202323700020,JVEFI,2023/2024,,2023-08-25,018,05,1,,0181941,CR,525.55,CMC,1,202323700128217,
202323700021,JVEFI,2023/2024,,2023-08-25,018,05,1,,0182182,DR,125651.90,CMC,2,202323700128218,
202323700022,JVEFI,2023/2024,,2023-08-25,018,05,1,,0182184,DR,20742.77,CMC,6,202323700128219,
202323700023,JVEFI,2023/2024,,2023-08-25,018,05,1,,0186369,DR,652.84,CMC,1,202323700128220,
202323700024,JVEFI,2023/2024,,2023-08-25,018,05,1,,0186451,DR,1371.37,CMC,2,202323700128221,
202323700025,JVEFI,2023/2024,,2023-08-25,005,05,1,,0050054,CR,83.86,CMC,4,202323700128212,
202323700026,JVEFI,2023/2024,,2023-08-25,018,05,1,,0181941,DR,1978.15,CMC,1,202323700128217,
202323700027,JVEFI,2023/2024,,2023-08-25,018,05,1,,0182182,DR,978.97,CMC,1,202323700128218,
202323700028,JVEFI,2023/2024,,2023-08-25,119,05,1,,1190001,DR,2574.78,CMC,1,202323700128224,
202323700029,JVEFI,2023/2024,,2023-08-25,148,05,1,,1482100,DR,1188.00,CMC,1,202323700128225,
202323700030,JVFID,2023/2024,,2023-08-25,097,05,1,,,DR,1903.62,JMU,1,202323700128223,
202323700031,JVFIR,2023/2024,,2023-08-25,097,05,1,,,DR,597858.22,JMT,1,202323700128222,
202323700032,JVFIR,2023/2024,,2023-08-25,097,05,1,,,DR,18705051.42,JMT,1,202323700128222,
202323700033,JVFIR,2023/2024,,2023-08-25,097,05,1,,,DR,1912624.59,JMT,1,202323700128222,
202323700034,JVFRD,2023/2024,,2023-08-24,097,05,1,,,DR,5475.43,JMV,1,202323600128205,
202323700035,JVIVI,2023/2024,,2023-08-25,006,05,1,,0060000,DR,8457.84,CMD,3,202323700128213,
202323700036,JVIVR,2023/2024,,2023-08-24,006,05,1,,0060000,CR,126.84,CMF,1,202323600128193,
202323700037,RGEPA,2023/2024,,2023-08-24,097,05,1,,,DR,626797798.50,JMZ,1,202323600128207,
202324000000,EPAYR,2023/2024,,2023-08-25,097,05,1,,,DR,2468346.65,JMR,18,202323700128242,
202324000001,JVBDP,2023/2024,,2023-08-25,097,05,1,,,DR,2877968176.30,JMY,72,202323700128244,
202324000002,JVBRT,2023/2024,,2023-08-25,006,05,1,,0060000,DR,3200000.00,CMT,1,202323700128228,
202324000003,JVRDI,2023/2024,,2023-08-25,006,05,1,,0060000,DR,314397.26,CMI,20,202323700128227,
202324000004,JVRGI,2023/2024,,2023-08-25,097,05,1,,,DR,995349860.66,JMG,57,202323700128240,
202324000005,RDBOA,2023/2024,,2023-08-25,097,05,1,,,DR,21417061.79,JND,3,202323700128245,
202324000006,JVLVP,2023/2024,,2023-08-25,097,05,1,,,DR,174321056.22,JML,2,202323700128241,
202324000007,ADEPT,2023/2024,,2023-08-25,014,05,1,,0147004,DR,3895.94,COK,3,202323700128229,
202324000008,ADEPT,2023/2024,,2023-08-25,014,05,1,,0147005,DR,1201.77,COK,2,202323700128230,
202324000009,ADEPT,2023/2024,,2023-08-25,014,05,1,,0147010,DR,2413.10,COK,2,202323700128231,
202324000010,ADEPT,2023/2024,,2023-08-25,014,05,1,,0147023,DR,1137.33,COK,1,202323700128232,
202324000011,ADEPT,2023/2024,,2023-08-25,014,05,1,,0147025,DR,92.39,COK,1,202323700128233,
202324000012,ADEPT,2023/2024,,2023-08-25,014,05,1,,0147027,DR,234.87,COK,1,202323700128234,
202324000013,ADEPT,2023/2024,,2023-08-25,014,05,1,,0147029,DR,797.71,COK,1,202323700128235,
202324000014,ADEPT,2023/2024,,2023-08-25,014,05,1,,0147031,DR,1536.30,COK,2,202323700128236,
202324000015,ADEPT,2023/2024,,2023-08-25,014,05,1,,0148455,DR,1017.00,COK,3,202323700128237,
202324000016,ADEPT,2023/2024,,2023-08-25,014,05,1,,0148460,DR,3044.00,COK,3,202323700128238,
202324000017,ADEPT,2023/2024,,2023-08-25,014,05,1,,0148477,DR,1248.00,COK,2,202323700128239,
202324000018,ADEPT,2023/2024,,2023-08-25,122,05,1,,1220380,DR,5963.19,COK,2,202323700128246,
202324000019,ADEPT,2023/2024,,2023-08-25,122,05,1,,1220382,DR,1417.66,COK,1,202323700128247,
202324000020,ADEPT,2023/2024,,2023-08-25,122,05,1,,1220581,DR,686.99,COK,8,202323700128248,
202324000021,ADEPT,2023/2024,,2023-08-25,122,05,1,,1221491,DR,347.16,COK,2,202323700128249,
202324000022,ADEPT,2023/2024,,2023-08-25,122,05,1,,1221493,DR,164.77,COK,1,202323700128250,
202324000023,ADEPT,2023/2024,,2023-08-25,122,05,1,,1221494,DR,2535.15,COK,16,202323700128251,
202324000024,ADEPT,2023/2024,,2023-08-25,122,05,1,,1221497,DR,76.50,COK,1,202323700128252,
202324000025,ADEPT,2023/2024,,2023-08-25,122,05,1,,1221500,DR,216.80,COK,2,202323700128253,
202324000026,ADEPT,2023/2024,,2023-08-25,122,05,1,,1221560,DR,22.75,COK,1,202323700128254,
202324000027,ADEPT,2023/2024,,2023-08-25,122,05,1,,1221585,DR,2145.15,COK,6,202323700128255,
202324000028,ADEPT,2023/2024,,2023-08-25,122,05,1,,1221587,DR,492.43,COK,2,202323700128256,
202324000029,ADEPT,2023/2024,,2023-08-25,122,05,1,,1221875,DR,3173.90,COK,2,202323700128257,
202324000030,ADEPT,2023/2024,,2023-08-25,122,05,1,,1221887,DR,3205.22,COK,7,202323700128258,
202324000031,ADEPT,2023/2024,,2023-08-25,122,05,1,,1221890,DR,145.77,COK,1,202323700128259,
202324000032,ADEPT,2023/2024,,2023-08-25,122,05,1,,1221911,DR,500.00,COK,1,202323700128260,
202324000033,ADEPT,2023/2024,,2023-08-25,122,05,1,,1221996,DR,900.00,COK,1,202323700128261,
202324000034,ADEPT,2023/2024,,2023-08-25,122,05,1,,1222509,DR,5690.51,COK,3,202323700128262,
202324000035,ADEPT,2023/2024,,2023-08-25,122,05,1,,1222844,DR,117.81,COK,1,202323700128263,
202324000036,ADEPT,2023/2024,,2023-08-25,122,05,1,,1223704,DR,1735.50,COK,1,202323700128264,
202324000037,ADEPT,2023/2024,,2023-08-25,122,05,1,,1224391,DR,657.95,COK,3,202323700128265,
202324000038,ADEPT,2023/2024,,2023-08-25,122,05,1,,1224394,DR,434.57,COK,4,202323700128266,
202324000039,ADEPT,2023/2024,,2023-08-25,122,05,1,,1224797,DR,372.25,COK,1,202323700128267,
202324000040,ADEPT,2023/2024,,2023-08-25,122,05,1,,1227491,DR,602.91,COK,1,202323700128268,
202324000041,ADEPT,2023/2024,,2023-08-25,122,05,1,,1228196,DR,952.22,COK,1,202323700128269,
202324000042,JVEFI,2023/2024,,2023-08-28,018,05,1,,0180045,DR,12675.00,CMC,1,202324000128272,
202324000043,JVEFI,2023/2024,,2023-08-28,018,05,1,,0183214,CR,1399.20,CMC,1,202324000128277,
202324000044,JVEFI,2023/2024,,2023-08-28,018,05,1,,0186451,DR,405776.87,CMC,1,202324000128278,
202324000045,JVEFI,2023/2024,,2023-08-28,005,05,1,,0050054,DR,2313.82,CMC,3,202324000128270,
202324000046,JVEFI,2023/2024,,2023-08-28,018,05,1,,0180103,DR,3573.64,CMC,1,202324000128273,
202324000047,JVEFI,2023/2024,,2023-08-28,018,05,1,,0180153,DR,64375.13,CMC,1,202324000128274,
202324000048,JVEFI,2023/2024,,2023-08-28,018,05,1,,0182182,DR,2910.07,CMC,1,202324000128275,
202324000049,JVEFI,2023/2024,,2023-08-28,018,05,1,,0183048,DR,552.59,CMC,1,202324000128276,
202324000050,JVEFI,2023/2024,,2023-08-28,148,05,1,,1482100,DR,13222.00,CMC,1,202324000128281,
202324000051,JVFID,2023/2024,,2023-08-28,097,05,1,,,DR,384.51,JMU,1,202324000128280,
202324000052,JVFIR,2023/2024,,2023-08-28,097,05,1,,,DR,237469.39,JMT,1,202324000128279,
202324000053,JVFIR,2023/2024,,2023-08-28,097,05,1,,,DR,59292431.43,JMT,1,202324000128279,
202324000054,JVFIR,2023/2024,,2023-08-28,097,05,1,,,DR,4715747.12,JMT,1,202324000128279,
202324000055,JVFRD,2023/2024,,2023-08-25,097,05,1,,,DR,275.96,JMV,1,202323700128243,
202324000056,JVIVI,2023/2024,,2023-08-28,006,05,1,,0060000,DR,3618.66,CMD,3,202324000128271,
202324000057,JVIVR,2023/2024,,2023-08-25,006,05,1,,0060000,CR,231.22,CMF,1,202323700128226,
202324100000,EPAYR,2023/2024,,2023-08-28,097,05,1,,,DR,6852460.38,JMR,15,202324000128299,
202324100001,JVBDP,2023/2024,,2023-08-28,097,05,1,,,DR,6618347907.97,JMY,66,202324000128300,
202324100002,JVBRT,2023/2024,,2023-08-28,006,05,1,,0060000,DR,212630000.00,CMT,1,202324000128285,
202324100003,JVRDI,2023/2024,,2023-08-28,006,05,1,,0060000,DR,81387.20,CMI,23,202324000128284,
202324100004,JVRGI,2023/2024,,2023-08-28,097,05,1,,,DR,911666676.54,JMG,69,202324000128297,
202324100005,RDBOA,2023/2024,,2023-08-28,097,05,1,,,DR,64753266.52,JND,3,202324000128302,
202324100006,JVLVP,2023/2024,,2023-08-28,097,05,1,,,DR,384439158.78,JML,2,202324000128298,
202324100007,ADEPT,2023/2024,,2023-08-28,014,05,1,,0147004,DR,3281.70,COK,4,202324000128286,
202324100008,ADEPT,2023/2024,,2023-08-28,014,05,1,,0147005,DR,1792.20,COK,1,202324000128287,
202324100009,ADEPT,2023/2024,,2023-08-28,014,05,1,,0147026,DR,1085.20,COK,1,202324000128289,
202324100010,ADEPT,2023/2024,,2023-08-28,014,05,1,,0147027,DR,167.71,COK,1,202324000128290,
202324100011,ADEPT,2023/2024,,2023-08-28,014,05,1,,0147030,DR,221.99,COK,1,202324000128291,
202324100012,ADEPT,2023/2024,,2023-08-28,014,05,1,,0148433,DR,513.00,COK,1,202324000128292,
202324100013,ADEPT,2023/2024,,2023-08-28,014,05,1,,0148444,DR,1096.00,COK,1,202324000128293,
202324100014,ADEPT,2023/2024,,2023-08-28,014,05,1,,0148455,DR,504.00,COK,1,202324000128294,
202324100015,ADEPT,2023/2024,,2023-08-28,014,05,1,,0148460,DR,3240.00,COK,4,202324000128295,
202324100016,ADEPT,2023/2024,,2023-08-28,014,05,1,,0148477,DR,2826.00,COK,2,202324000128296,
202324100017,ADEPT,2023/2024,,2023-08-28,122,05,1,,1220382,DR,602.67,COK,1,202324000128303,
202324100018,ADEPT,2023/2024,,2023-08-28,122,05,1,,1220581,DR,149.50,COK,2,202324000128304,
202324100019,ADEPT,2023/2024,,2023-08-28,122,05,1,,1220583,DR,345.00,COK,1,202324000128305,
202324100020,ADEPT,2023/2024,,2023-08-28,122,05,1,,1220680,DR,413.68,COK,2,202324000128306,
202324100021,ADEPT,2023/2024,,2023-08-28,122,05,1,,1220691,DR,154.10,COK,1,202324000128307,
202324100022,ADEPT,2023/2024,,2023-08-28,122,05,1,,1220693,DR,608.00,COK,2,202324000128308,
202324100023,ADEPT,2023/2024,,2023-08-28,122,05,1,,1221491,DR,787.76,COK,3,202324000128309,
202324100024,ADEPT,2023/2024,,2023-08-28,122,05,1,,1221493,DR,482.91,COK,1,202324000128310,
202324100025,ADEPT,2023/2024,,2023-08-28,122,05,1,,1221494,DR,1463.53,COK,11,202324000128311,
202324100026,ADEPT,2023/2024,,2023-08-28,122,05,1,,1221497,DR,546.78,COK,4,202324000128312,
202324100027,ADEPT,2023/2024,,2023-08-28,122,05,1,,1221500,DR,2766.25,COK,13,202324000128313,
202324100028,ADEPT,2023/2024,,2023-08-28,122,05,1,,1221560,DR,3234.33,COK,1,202324000128314,
202324100029,ADEPT,2023/2024,,2023-08-28,122,05,1,,1221583,DR,100.00,COK,1,202324000128315,
202324100030,ADEPT,2023/2024,,2023-08-28,122,05,1,,1221585,DR,509.17,COK,4,202324000128316,
202324100031,ADEPT,2023/2024,,2023-08-28,122,05,1,,1221587,DR,149.37,COK,1,202324000128317,
202324100032,ADEPT,2023/2024,,2023-08-28,122,05,1,,1221594,DR,358.11,COK,2,202324000128318,
202324100033,ADEPT,2023/2024,,2023-08-28,122,05,1,,1221887,DR,1595.62,COK,4,202324000128319,
202324100034,ADEPT,2023/2024,,2023-08-28,122,05,1,,1221890,DR,689.47,COK,1,202324000128320,
202324100035,ADEPT,2023/2024,,2023-08-28,122,05,1,,1222509,DR,7394.69,COK,3,202324000128321,
202324100036,ADEPT,2023/2024,,2023-08-28,122,05,1,,1224390,DR,269.50,COK,1,202324000128322,
202324100037,ADEPT,2023/2024,,2023-08-28,122,05,1,,1224391,DR,255.00,COK,1,202324000128323,
202324100038,ADEPT,2023/2024,,2023-08-28,122,05,1,,1224394,DR,1193.50,COK,5,202324000128324,
202324100039,ADEPT,2023/2024,,2023-08-28,122,05,1,,1224395,DR,401.75,COK,2,202324000128325,
202324100040,ADEPT,2023/2024,,2023-08-28,122,05,1,,1228199,DR,830.70,COK,1,202324000128326,
202324100041,ADEPT,2023/2024,,2023-08-28,122,05,1,,1228800,DR,100.00,COK,1,202324000128327,
202324100042,AFDEP,2023/2024,,2023-08-28,014,05,1,,0147010,DR,642.25,COL,1,202324000128288,
202324100043,DOMFR,2023/2024,,2023-08-28,122,05,1,,1220382,CR,2532.78,COK,1,202324000128303,
202324100044,JVEFI,2023/2024,,2023-08-29,005,05,1,,0050050,CR,11610.46,CMC,1,202324100128328,
202324100045,JVEFI,2023/2024,,2023-08-29,041,05,1,,0410900,DR,559.20,CMC,1,202324100128334,
202324100046,JVEFI,2023/2024,,2023-08-29,005,05,1,,0050054,DR,402.95,CMC,3,202324100128329,
202324100047,JVEFI,2023/2024,,2023-08-29,018,05,1,,0180125,DR,10304.54,CMC,9,202324100128332,
202324100048,JVEFI,2023/2024,,2023-08-29,005,05,1,,0050054,DR,1250.35,CMC,5,202324100128329,
202324100049,JVEFI,2023/2024,,2023-08-29,018,05,1,,0180103,DR,966.40,CMC,1,202324100128331,
202324100050,JVEFI,2023/2024,,2023-08-29,018,05,1,,0182184,DR,4028.95,CMC,1,202324100128333,
202324100051,JVEFI,2023/2024,,2023-08-29,136,05,1,,1362025,DR,621.26,CMC,1,202324100128337,
202324100052,JVFID,2023/2024,,2023-08-29,097,05,1,,,DR,493.97,JMU,1,202324100128336,
202324100053,JVFIR,2023/2024,,2023-08-29,097,05,1,,,DR,26899486.90,JMT,1,202324100128335,
202324100054,JVFIR,2023/2024,,2023-08-29,097,05,1,,,DR,2050461.47,JMT,1,202324100128335,
202324100055,JVFIR,2023/2024,,2023-08-29,097,05,1,,,DR,2041058.77,JMT,1,202324100128335,
202324100056,JVIVI,2023/2024,,2023-08-29,006,05,1,,0060000,DR,5497.76,CMD,3,202324100128330,
202324100057,JVIVR,2023/2024,,2023-08-28,006,05,1,,0060000,CR,34.45,CMF,1,202324000128283,
202324100058,RGEPA,2023/2024,,2023-08-25,097,05,1,,,DR,782063798.26,JMZ,1,202323700128282,
202324100059,RGEPA,2023/2024,,2023-08-28,097,05,1,,,DR,673974689.46,JMZ,1,202324000128301,
202324200000,CADJU,2023/2024,,2023-08-30,127,05,1,8561000,1270000,CR,1635.50,COF,1,202324200128433,
202324200001,CGAGR,2023/2024,,2023-08-30,127,05,1,8861000,1270000,DR,4050.95,COH,1,202324200128434,
202324200002,CRCPC,2023/2024,,2023-08-30,006,05,1,8661000,0060000,DR,2649.49,COE,1,202324200128385,
202324200003,EPAYR,2023/2024,,2023-08-29,097,05,1,,,DR,2171154.77,JMR,15,202324100128357,
202324200004,JVBDP,2023/2024,,2023-08-29,097,05,1,,,DR,7969154487.87,JMY,76,202324100128358,
202324200005,JVBRT,2023/2024,,2023-08-29,006,05,1,,0060000,DR,96950000.00,CMT,1,202324100128340,
202324200006,JVRDI,2023/2024,,2023-08-29,006,05,1,,0060000,DR,145423.89,CMI,23,202324100128339,
202324200007,JVRGI,2023/2024,,2023-08-29,097,05,1,,,DR,11899430389.03,JMG,60,202324100128355,
202324200008,RDBOA,2023/2024,,2023-08-29,097,05,1,,,DR,31003028.09,JND,3,202324100128360,
202324200009,JVLVP,2023/2024,,2023-08-29,097,05,1,,,DR,834945892.64,JML,2,202324100128356,
202324200010,ADEPT,2023/2024,,2023-08-29,014,05,1,,0147004,DR,5614.96,COK,4,202324100128341,
202324200011,ADEPT,2023/2024,,2023-08-29,014,05,1,,0147005,DR,1025.42,COK,1,202324100128342,
202324200012,ADEPT,2023/2024,,2023-08-29,014,05,1,,0147007,DR,1669.05,COK,1,202324100128343,
202324200013,ADEPT,2023/2024,,2023-08-29,014,05,1,,0147009,DR,698.60,COK,1,202324100128344,
202324200014,ADEPT,2023/2024,,2023-08-29,014,05,1,,0147010,DR,3057.12,COK,4,202324100128345,
202324200015,ADEPT,2023/2024,,2023-08-29,014,05,1,,0147011,DR,685.50,COK,1,202324100128346,
202324200016,ADEPT,2023/2024,,2023-08-29,014,05,1,,0147025,DR,477.82,COK,1,202324100128347,
202324200017,ADEPT,2023/2024,,2023-08-29,014,05,1,,0147027,DR,1156.81,COK,2,202324100128348,
202324200018,ADEPT,2023/2024,,2023-08-29,014,05,1,,0147030,DR,3797.00,COK,4,202324100128349,
202324200019,ADEPT,2023/2024,,2023-08-29,014,05,1,,0147031,DR,79.66,COK,1,202324100128350,
202324200020,ADEPT,2023/2024,,2023-08-29,014,05,1,,0147036,DR,867.37,COK,1,202324100128351,
202324200021,ADEPT,2023/2024,,2023-08-29,014,05,1,,0148455,DR,592.00,COK,1,202324100128352,
202324200022,ADEPT,2023/2024,,2023-08-29,014,05,1,,0148460,DR,2639.00,COK,3,202324100128353,
202324200023,ADEPT,2023/2024,,2023-08-29,085,05,1,,0853941,DR,224.00,COK,1,202324100128354,
202324200024,ADEPT,2023/2024,,2023-08-29,122,05,1,,1220581,DR,260.16,COK,4,202324100128361,
202324200025,ADEPT,2023/2024,,2023-08-29,122,05,1,,1220583,DR,402.50,COK,2,202324100128362,
202324200026,ADEPT,2023/2024,,2023-08-29,122,05,1,,1221490,DR,76.00,COK,1,202324100128363,
202324200027,ADEPT,2023/2024,,2023-08-29,122,05,1,,1221494,DR,2666.30,COK,6,202324100128364,
202324200028,ADEPT,2023/2024,,2023-08-29,122,05,1,,1221497,DR,296.27,COK,1,202324100128365,
202324200029,ADEPT,2023/2024,,2023-08-29,122,05,1,,1221500,DR,1566.13,COK,5,202324100128366,
202324200030,ADEPT,2023/2024,,2023-08-29,122,05,1,,1221585,DR,705.00,COK,3,202324100128367,
202324200031,ADEPT,2023/2024,,2023-08-29,122,05,1,,1221887,DR,626.48,COK,2,202324100128368,
202324200032,ADEPT,2023/2024,,2023-08-29,122,05,1,,1221888,DR,619.75,COK,1,202324100128369,
202324200033,ADEPT,2023/2024,,2023-08-29,122,05,1,,1221962,DR,3600.00,COK,1,202324100128370,
202324200034,ADEPT,2023/2024,,2023-08-29,122,05,1,,1222490,DR,1484.27,COK,1,202324100128371,
202324200035,ADEPT,2023/2024,,2023-08-29,122,05,1,,1222509,DR,1514.03,COK,1,202324100128372,
202324200036,ADEPT,2023/2024,,2023-08-29,122,05,1,,1223704,DR,639.18,COK,3,202324100128373,
202324200037,ADEPT,2023/2024,,2023-08-29,122,05,1,,1224391,DR,666.50,COK,2,202324100128374,
202324200038,JVEFI,2023/2024,,2023-08-30,018,05,1,,0180125,DR,17577.28,CMC,14,202324200128376,
202324200039,JVEFI,2023/2024,,2023-08-30,018,05,1,,0182184,DR,546.88,CMC,1,202324200128377,
202324200040,JVEFI,2023/2024,,2023-08-30,018,05,1,,0186369,DR,555.28,CMC,1,202324200128378,
202324200041,JVEFI,2023/2024,,2023-08-30,136,05,1,,1362025,CR,875.18,CMC,1,202324200128381,
202324200042,JVFID,2023/2024,,2023-08-30,097,05,1,,,DR,553.03,JMU,1,202324200128380,
202324200043,JVFIR,2023/2024,,2023-08-30,097,05,1,,,DR,955134.21,JMT,1,202324200128379,
202324200044,JVFIR,2023/2024,,2023-08-30,097,05,1,,,DR,3344541.89,JMT,1,202324200128379,
202324200045,JVFIR,2023/2024,,2023-08-30,097,05,1,,,DR,1022120.11,JMT,1,202324200128379,
202324200046,JVIVI,2023/2024,,2023-08-30,006,05,1,,0060000,DR,8024.82,CMD,3,202324200128375,
202324200047,JVIVR,2023/2024,,2023-08-29,006,05,1,,0060000,CR,233.60,CMF,1,202324100128338,
202324200048,RGEPA,2023/2024,,2023-08-29,097,05,1,,,DR,11630382456.60,JMZ,1,202324100128359,
202324300000,EPAYR,2023/2024,,2023-08-30,097,05,1,,,DR,7280524.55,JMR,14,202324200128407,
202324300001,JVBDP,2023/2024,,2023-08-30,097,05,1,,,DR,2502535998.49,JMY,63,202324200128408,
202324300002,JVBRT,2023/2024,,2023-08-30,006,05,1,,0060000,DR,102914000.00,CMT,1,202324200128384,
202324300003,JVRDI,2023/2024,,2023-08-30,006,05,1,,0060000,DR,531365.15,CMI,19,202324200128383,
202324300004,JVRGI,2023/2024,,2023-08-30,097,05,1,,,DR,2476081098.84,JMG,43,202324200128405,
202324300005,RDBOA,2023/2024,,2023-08-30,097,05,1,,,DR,5347625.29,JND,3,202324200128410,
202324300006,JVLVP,2023/2024,,2023-08-30,097,05,1,,,DR,3034652106.14,JML,2,202324200128406,
202324300007,ADEPT,2023/2024,,2023-08-30,014,05,1,,0147000,DR,1583.05,COK,1,202324200128386,
202324300008,ADEPT,2023/2024,,2023-08-30,014,05,1,,0147005,DR,1742.05,COK,1,202324200128387,
