Accounting-Control-Number-Numéro-contrôle-comptable,Journal-Voucher-Type-Code-Code-du-type-de-pièce-de-journal,Fiscal-Year-Année-Fiscale,Journal-Voucher-Identifier-Identificateur-de-la-pièce-de-journal,Accounting-Effective-Date-Date-d'entrée-en-vigueur-comptable,DepartmentNumber-Numéro-de-Ministère,Fiscal-Month-Mois-Fiscal,Journal-Voucher-Item-Identifier-Identificateur-de-l'item-de-la-pièce-de-journal,Financial-Coding-Block-Bloc-de-codage-financier,Subleger-Account-Identifier-Compte-du-grand-livre-auxiliaire,Credit/Debit-Code-Code-Crédit/Débit,Journal-Voucher-Item-Amount-Montant-de-l'item-de-la-pièce-de-journal,Control-Data-Type-Type-de-données-de-contrôle,Accounting-Summary-Transaction-Line-Count-Sommaire-comptable-transaction-compte-ligne,GBS-Control-Number-Numéro-de-contrôle-du-SBG,General-Ledger-Account-Code-Code-du-compte-du-grand-livre-général
202313500044,JVEFI,2023/2024,,2023-05-15,018,02,1,,0186369,CR,349246.10,CMC,1,202313500125313,
202313500045,JVEFI,2023/2024,,2023-05-15,033,02,1,,0330000,DR,3934.26,CMC,1,202313500125315,
202313500046,JVEFI,2023/2024,,2023-05-15,018,02,1,,0182184,CR,1527.13,CMC,1,202313500125310,
202313500047,JVEFI,2023/2024,,2023-05-15,018,02,1,,0182207,DR,953.98,CMC,1,202313500125311,
202313500048,JVEFI,2023/2024,,2023-05-15,041,02,1,,0410900,CR,369.07,CMC,2,202313500125316,
202313500049,JVEFI,2023/2024,,2023-05-15,130,02,1,,1301278,DR,22446.37,CMC,1,202313500125329,
202313500050,JVFID,2023/2024,,2023-05-15,097,02,1,,,DR,16111.55,JMU,1,202313500125321,
202313500051,JVFIR,2023/2024,,2023-05-15,097,02,1,,,DR,5901031.52,JMT,1,202313500125320,
202313500052,JVFIR,2023/2024,,2023-05-15,097,02,1,,,DR,41208867.95,JMT,1,202313500125320,
202313500053,JVFIR,2023/2024,,2023-05-15,097,02,1,,,DR,5996997.69,JMT,1,202313500125320,
202313500054,JVFRD,2023/2024,,2023-05-12,097,02,1,,,DR,11379.45,JMV,1,202313200125284,
202313500055,JVIVI,2023/2024,,2023-05-15,006,02,1,,0060000,CR,1126.80,CMD,3,202313500125304,
202313500056,JVIVR,2023/2024,,2023-05-12,006,02,1,,0060000,DR,2.01,CMF,1,202313200125260,
202313500057,LVTSR,2023/2024,,2023-05-12,097,02,1,,,DR,5.01,JMS,1,202313200125283,
202313500058,RGEPA,2023/2024,,2023-05-12,097,02,1,,,DR,342218932.79,JMZ,1,202313200125286,
202313600000,EPAYR,2023/2024,,2023-05-15,097,02,1,,,DR,1403220.18,JMR,16,202313500125319,
202313600001,JVBDP,2023/2024,,2023-05-15,097,02,1,,,DR,4513764354.74,JMY,66,202313500125323,
202313600002,JVBRT,2023/2024,,2023-05-15,006,02,1,,0060000,DR,469374000.00,CMT,1,202313500125307,
202313600003,JVRDI,2023/2024,,2023-05-15,006,02,1,,0060000,DR,72003.39,CMI,21,202313500125306,
202313600004,JVRGI,2023/2024,,2023-05-15,097,02,1,,,DR,1795380401.03,JMG,69,202313500125317,
202313600005,RDBOA,2023/2024,,2023-05-15,097,02,1,,,DR,52831387.00,JND,4,202313500125325,
202313600006,JVLVP,2023/2024,,2023-05-15,097,02,1,,,DR,523639607.78,JML,2,202313500125318,
202313600007,DOMFR,2023/2024,,2023-05-15,014,02,1,,0147004,CR,831.59,COK,1,202313500125308,
202313600008,DOMFR,2023/2024,,2023-05-15,122,02,1,,1224391,CR,419.25,COK,1,202313500125327,
202313600009,DOMFR,2023/2024,,2023-05-15,122,02,1,,1224394,CR,104.00,COK,1,202313500125328,
202313600010,JVEFI,2023/2024,,2023-05-16,005,02,1,,0050050,DR,13865.15,CMC,1,202313600125330,
202313600011,JVEFI,2023/2024,,2023-05-16,005,02,1,,0050054,CR,515.67,CMC,1,202313600125331,
202313600012,JVEFI,2023/2024,,2023-05-16,018,02,1,,0186369,CR,1077.04,CMC,1,202313600125334,
202313600013,JVEFI,2023/2024,,2023-05-16,018,02,1,,0189518,CR,1144.11,CMC,2,202313600125335,
202313600014,JVEFI,2023/2024,,2023-05-16,022,02,1,,0229000,CR,858.02,CMC,1,202313600125336,
202313600015,JVEFI,2023/2024,,2023-05-16,005,02,1,,0050054,DR,2619.22,CMC,4,202313600125331,
202313600016,JVEFI,2023/2024,,2023-05-16,018,02,1,,0182184,CR,2891.84,CMC,1,202313600125333,
202313600017,JVEFI,2023/2024,,2023-05-16,034,02,1,,0340051,CR,861.90,CMC,1,202313600125337,
202313600018,JVEFI,2023/2024,,2023-05-16,130,02,1,,1301278,CR,1665.36,CMC,1,202313600125340,
202313600019,JVEFI,2023/2024,,2023-05-16,165,02,1,,1651651,CR,6074.16,CMC,2,202313600125341,
202313600020,JVEFR,2023/2024,,2023-05-15,018,02,1,,0189518,CR,558.74,CME,1,202313500125314,
202313600021,JVFID,2023/2024,,2023-05-16,097,02,1,,,DR,1034.71,JMU,1,202313600125339,
202313600022,JVFIR,2023/2024,,2023-05-16,097,02,1,,,DR,1658821.07,JMT,1,202313600125338,
202313600023,JVFIR,2023/2024,,2023-05-16,097,02,1,,,DR,52674631.30,JMT,1,202313600125338,
202313600024,JVFIR,2023/2024,,2023-05-16,097,02,1,,,DR,3899632.82,JMT,1,202313600125338,
202313600025,JVFRD,2023/2024,,2023-05-15,097,02,1,,,DR,207.99,JMV,1,202313500125322,
202313600026,JVIVI,2023/2024,,2023-05-16,006,02,1,,0060000,CR,4261.90,CMD,3,202313600125332,
202313600027,JVIVR,2023/2024,,2023-05-15,006,02,1,,0060000,CR,92.95,CMF,1,202313500125305,
202313600028,RGEPA,2023/2024,,2023-05-15,097,02,1,,,DR,1498979551.76,JMZ,1,202313500125324,
202313700000,EPAYR,2023/2024,,2023-05-16,097,02,1,,,DR,4341568.82,JMR,15,202313600125372,
202313700001,JVBDP,2023/2024,,2023-05-16,097,02,1,,,DR,2068954114.98,JMY,65,202313600125373,
202313700002,JVBRT,2023/2024,,2023-05-16,006,02,1,,0060000,DR,321510000.00,CMT,1,202313600125345,
202313700003,JVRDI,2023/2024,,2023-05-16,006,02,1,,0060000,DR,195906.94,CMI,25,202313600125344,
202313700004,JVRGI,2023/2024,,2023-05-16,097,02,1,,,DR,1052055009.93,JMG,66,202313600125370,
202313700005,RDBOA,2023/2024,,2023-05-16,097,02,1,,,DR,58230219.56,JND,3,202313600125375,
202313700006,JVLVP,2023/2024,,2023-05-16,097,02,1,,,DR,4800193613.44,JML,2,202313600125371,
202313700007,ADEPT,2023/2024,,2023-05-16,014,02,1,,0147000,DR,756.32,COK,1,202313600125346,
202313700008,ADEPT,2023/2024,,2023-05-16,014,02,1,,0147002,DR,586.66,COK,1,202313600125347,
202313700009,ADEPT,2023/2024,,2023-05-16,014,02,1,,0147004,DR,2330.94,COK,2,202313600125348,
202313700010,ADEPT,2023/2024,,2023-05-16,014,02,1,,0147005,DR,3326.90,COK,3,202313600125349,
202313700011,ADEPT,2023/2024,,2023-05-16,014,02,1,,0147008,DR,1557.52,COK,1,202313600125350,
202313700012,ADEPT,2023/2024,,2023-05-16,014,02,1,,0147009,DR,1409.52,COK,1,202313600125351,
202313700013,ADEPT,2023/2024,,2023-05-16,014,02,1,,0147010,DR,687.56,COK,1,202313600125352,
202313700014,ADEPT,2023/2024,,2023-05-16,014,02,1,,0147011,DR,1691.49,COK,2,202313600125353,
202313700015,ADEPT,2023/2024,,2023-05-16,014,02,1,,0147020,DR,828.44,COK,1,202313600125354,
202313700016,ADEPT,2023/2024,,2023-05-16,014,02,1,,0147022,DR,980.06,COK,1,202313600125355,
202313700017,ADEPT,2023/2024,,2023-05-16,014,02,1,,0147025,DR,1725.27,COK,3,202313600125356,
202313700018,ADEPT,2023/2024,,2023-05-16,014,02,1,,0147027,DR,1589.07,COK,3,202313600125357,
202313700019,ADEPT,2023/2024,,2023-05-16,014,02,1,,0147028,DR,528.40,COK,1,202313600125358,
202313700020,ADEPT,2023/2024,,2023-05-16,014,02,1,,0147029,DR,506.77,COK,1,202313600125359,
202313700021,ADEPT,2023/2024,,2023-05-16,014,02,1,,0147030,DR,1128.73,COK,2,202313600125360,
202313700022,ADEPT,2023/2024,,2023-05-16,014,02,1,,0147031,DR,4309.07,COK,6,202313600125361,
202313700023,ADEPT,2023/2024,,2023-05-16,014,02,1,,0147036,DR,2670.96,COK,1,202313600125362,
202313700024,ADEPT,2023/2024,,2023-05-16,014,02,1,,0147462,DR,798.27,COK,1,202313600125363,
202313700025,ADEPT,2023/2024,,2023-05-16,014,02,1,,0148433,DR,426.00,COK,1,202313600125364,
202313700026,ADEPT,2023/2024,,2023-05-16,014,02,1,,0148455,DR,1809.00,COK,2,202313600125365,
202313700027,ADEPT,2023/2024,,2023-05-16,014,02,1,,0148460,DR,14636.00,COK,15,202313600125366,
202313700028,ADEPT,2023/2024,,2023-05-16,014,02,1,,0148477,DR,2548.00,COK,4,202313600125367,
202313700029,ADEPT,2023/2024,,2023-05-16,014,02,1,,0148488,DR,1204.00,COK,1,202313600125368,
202313700030,ADEPT,2023/2024,,2023-05-16,122,02,1,,1220380,DR,625.29,COK,1,202313600125376,
202313700031,ADEPT,2023/2024,,2023-05-16,122,02,1,,1220382,DR,5992.04,COK,4,202313600125377,
202313700032,ADEPT,2023/2024,,2023-05-16,122,02,1,,1220580,DR,587.33,COK,1,202313600125378,
202313700033,ADEPT,2023/2024,,2023-05-16,122,02,1,,1220581,DR,2339.64,COK,21,202313600125379,
202313700034,ADEPT,2023/2024,,2023-05-16,122,02,1,,1220582,DR,109.57,COK,1,202313600125380,
202313700035,ADEPT,2023/2024,,2023-05-16,122,02,1,,1220583,DR,1715.76,COK,4,202313600125381,
202313700036,ADEPT,2023/2024,,2023-05-16,122,02,1,,1221490,DR,912.00,COK,1,202313600125382,
202313700037,ADEPT,2023/2024,,2023-05-16,122,02,1,,1221491,DR,1180.98,COK,6,202313600125383,
202313700038,ADEPT,2023/2024,,2023-05-16,122,02,1,,1221493,DR,3623.00,COK,5,202313600125384,
202313700039,ADEPT,2023/2024,,2023-05-16,122,02,1,,1221494,DR,2381.88,COK,15,202313600125385,
202313700040,ADEPT,2023/2024,,2023-05-16,122,02,1,,1221495,DR,178.85,COK,2,202313600125386,
202313700041,ADEPT,2023/2024,,2023-05-16,122,02,1,,1221497,DR,530.25,COK,1,202313600125387,
202313700042,ADEPT,2023/2024,,2023-05-16,122,02,1,,1221500,DR,2178.04,COK,11,202313600125388,
202313700043,ADEPT,2023/2024,,2023-05-16,122,02,1,,1221585,DR,2296.86,COK,8,202313600125389,
202313700044,ADEPT,2023/2024,,2023-05-16,122,02,1,,1221587,DR,583.15,COK,3,202313600125390,
202313700045,ADEPT,2023/2024,,2023-05-16,122,02,1,,1221887,DR,2090.94,COK,5,202313600125391,
202313700046,ADEPT,2023/2024,,2023-05-16,122,02,1,,1221888,DR,255.32,COK,1,202313600125392,
202313700047,ADEPT,2023/2024,,2023-05-16,122,02,1,,1221906,DR,650.00,COK,1,202313600125393,
202313700048,ADEPT,2023/2024,,2023-05-16,122,02,1,,1221953,DR,2000.00,COK,1,202313600125394,
202313700049,ADEPT,2023/2024,,2023-05-16,122,02,1,,1222509,DR,9761.78,COK,8,202313600125395,
202313700050,ADEPT,2023/2024,,2023-05-16,122,02,1,,1222590,DR,522.38,COK,1,202313600125396,
202313700051,ADEPT,2023/2024,,2023-05-16,122,02,1,,1223704,DR,187.75,COK,1,202313600125397,
202313700052,ADEPT,2023/2024,,2023-05-16,122,02,1,,1223715,DR,75.00,COK,1,202313600125398,
202313700053,ADEPT,2023/2024,,2023-05-16,122,02,1,,1224391,DR,312.00,COK,1,202313600125399,
202313700054,ADEPT,2023/2024,,2023-05-16,122,02,1,,1224394,DR,1876.25,COK,11,202313600125400,
202313700055,ADEPT,2023/2024,,2023-05-16,122,02,1,,1224397,DR,312.00,COK,1,202313600125401,
202313700056,ADEPT,2023/2024,,2023-05-16,122,02,1,,1224794,DR,1863.50,COK,2,202313600125402,
202313700057,ADEPT,2023/2024,,2023-05-16,122,02,1,,1224826,DR,498.80,COK,1,202313600125403,
202313700058,ADEPT,2023/2024,,2023-05-16,122,02,1,,1228800,DR,160.00,COK,1,202313600125404,
202313700059,JVEFI,2023/2024,,2023-05-17,018,02,1,,0180045,CR,17376.00,CMC,1,202313700125430,
202313700060,JVEFI,2023/2024,,2023-05-17,018,02,1,,0182184,CR,1416.29,CMC,1,202313700125431,
202313700061,JVEFI,2023/2024,,2023-05-17,018,02,1,,0182207,DR,508.43,CMC,1,202313700125432,
202313700062,JVEFI,2023/2024,,2023-05-17,018,02,1,,0183132,CR,11720.00,CMC,1,202313700125433,
202313700063,JVEFI,2023/2024,,2023-05-17,018,02,1,,0186369,CR,2632.46,CMC,1,202313700125434,
202313700064,JVEFI,2023/2024,,2023-05-17,030,02,1,,0301612,DR,1149.48,CMC,1,202313700125437,
202313700065,JVEFI,2023/2024,,2023-05-17,005,02,1,,0050054,CR,940.18,CMC,1,202313700125405,
202313700066,JVEFI,2023/2024,,2023-05-17,124,02,1,,1240605,CR,1019.76,CMC,1,202313700125476,
202313700067,JVEFR,2023/2024,,2023-05-16,005,02,1,,0050054,DR,2417.20,CME,1,202313600125342,
202313700068,JVEFR,2023/2024,,2023-05-16,018,02,1,,0189518,DR,24150.39,CME,1,202313600125369,
202313700069,JVFID,2023/2024,,2023-05-17,097,02,1,,,DR,5079.69,JMU,1,202313700125442,
202313700070,JVFIR,2023/2024,,2023-05-17,097,02,1,,,DR,4286870.84,JMT,1,202313700125441,
202313700071,JVFIR,2023/2024,,2023-05-17,097,02,1,,,DR,8862896.10,JMT,1,202313700125441,
202313700072,JVFIR,2023/2024,,2023-05-17,097,02,1,,,DR,9539283.42,JMT,1,202313700125441,
202313700073,JVIVI,2023/2024,,2023-05-17,006,02,1,,0060000,CR,8731.50,CMD,3,202313700125406,
202313700074,JVIVR,2023/2024,,2023-05-16,006,02,1,,0060000,CR,387.05,CMF,1,202313600125343,
202313700075,RGEPA,2023/2024,,2023-05-16,097,02,1,,,DR,662286477.54,JMZ,1,202313600125374,
202313800000,EPAYR,2023/2024,,2023-05-17,097,02,1,,,DR,2835926.76,JMR,15,202313700125440,
202313800001,JVBDP,2023/2024,,2023-05-17,097,02,1,,,DR,2691682140.70,JMY,73,202313700125443,
202313800002,JVRDI,2023/2024,,2023-05-17,006,02,1,,0060000,DR,206576.69,CMI,20,202313700125408,
202313800003,JVRGI,2023/2024,,2023-05-17,097,02,1,,,DR,1048731872.88,JMG,62,202313700125438,
202313800004,RDBOA,2023/2024,,2023-05-17,097,02,1,,,DR,22646872.08,JND,3,202313700125445,
202313800005,JVLVP,2023/2024,,2023-05-17,097,02,1,,,DR,573799590.19,JML,2,202313700125439,
202313800006,ADEPT,2023/2024,,2023-05-17,014,02,1,,0145210,DR,3501.00,COK,1,202313700125409,
202313800007,ADEPT,2023/2024,,2023-05-17,014,02,1,,0147002,DR,841.88,COK,1,202313700125410,
202313800008,ADEPT,2023/2024,,2023-05-17,014,02,1,,0147004,DR,3262.88,COK,5,202313700125411,
202313800009,ADEPT,2023/2024,,2023-05-17,014,02,1,,0147007,DR,2207.44,COK,3,202313700125413,
202313800010,ADEPT,2023/2024,,2023-05-17,014,02,1,,0147009,DR,687.56,COK,1,202313700125415,
202313800011,ADEPT,2023/2024,,2023-05-17,014,02,1,,0147010,DR,1391.58,COK,2,202313700125416,
202313800012,ADEPT,2023/2024,,2023-05-17,014,02,1,,0147011,DR,687.56,COK,1,202313700125417,
202313800013,ADEPT,2023/2024,,2023-05-17,014,02,1,,0147022,DR,496.90,COK,1,202313700125418,
202313800014,ADEPT,2023/2024,,2023-05-17,014,02,1,,0147025,DR,1041.04,COK,1,202313700125419,
202313800015,ADEPT,2023/2024,,2023-05-17,014,02,1,,0147027,DR,9226.72,COK,7,202313700125420,
202313800016,ADEPT,2023/2024,,2023-05-17,014,02,1,,0147028,DR,498.43,COK,1,202313700125421,
202313800017,ADEPT,2023/2024,,2023-05-17,014,02,1,,0147030,DR,3928.34,COK,4,202313700125422,
202313800018,ADEPT,2023/2024,,2023-05-17,014,02,1,,0147031,DR,438.90,COK,1,202313700125423,
202313800019,ADEPT,2023/2024,,2023-05-17,014,02,1,,0148433,DR,1346.00,COK,2,202313700125426,
202313800020,ADEPT,2023/2024,,2023-05-17,014,02,1,,0148455,DR,1505.00,COK,2,202313700125427,
202313800021,ADEPT,2023/2024,,2023-05-17,014,02,1,,0148460,DR,2328.00,COK,3,202313700125428,
202313800022,ADEPT,2023/2024,,2023-05-17,014,02,1,,0148477,DR,2267.00,COK,4,202313700125429,
202313800023,ADEPT,2023/2024,,2023-05-17,021,02,1,,0210132,DR,46.15,COK,1,202313700125436,
202313800024,ADEPT,2023/2024,,2023-05-17,122,02,1,,1220107,DR,480.00,COK,1,202313700125446,
202313800025,ADEPT,2023/2024,,2023-05-17,122,02,1,,1220382,DR,1381.58,COK,2,202313700125447,
202313800026,ADEPT,2023/2024,,2023-05-17,122,02,1,,1220580,DR,117.40,COK,1,202313700125448,
202313800027,ADEPT,2023/2024,,2023-05-17,122,02,1,,1220581,DR,609.79,COK,6,202313700125449,
202313800028,ADEPT,2023/2024,,2023-05-17,122,02,1,,1220583,DR,874.75,COK,2,202313700125450,
202313800029,ADEPT,2023/2024,,2023-05-17,122,02,1,,1220691,DR,177.75,COK,1,202313700125451,
202313800030,ADEPT,2023/2024,,2023-05-17,122,02,1,,1220693,DR,177.75,COK,1,202313700125452,
202313800031,ADEPT,2023/2024,,2023-05-17,122,02,1,,1221491,DR,153.00,COK,1,202313700125453,
202313800032,ADEPT,2023/2024,,2023-05-17,122,02,1,,1221492,DR,1400.00,COK,1,202313700125454,
202313800033,ADEPT,2023/2024,,2023-05-17,122,02,1,,1221493,DR,974.78,COK,2,202313700125455,
202313800034,ADEPT,2023/2024,,2023-05-17,122,02,1,,1221494,DR,2018.36,COK,14,202313700125456,
202313800035,ADEPT,2023/2024,,2023-05-17,122,02,1,,1221497,DR,261.75,COK,2,202313700125457,
202313800036,ADEPT,2023/2024,,2023-05-17,122,02,1,,1221500,DR,257.86,COK,3,202313700125458,
202313800037,ADEPT,2023/2024,,2023-05-17,122,02,1,,1221560,DR,200.35,COK,1,202313700125459,
202313800038,ADEPT,2023/2024,,2023-05-17,122,02,1,,1221585,DR,830.64,COK,2,202313700125460,
202313800039,ADEPT,2023/2024,,2023-05-17,122,02,1,,1221587,DR,288.87,COK,1,202313700125461,
202313800040,ADEPT,2023/2024,,2023-05-17,122,02,1,,1221594,DR,1294.50,COK,1,202313700125462,
202313800041,ADEPT,2023/2024,,2023-05-17,122,02,1,,1221887,DR,4295.53,COK,6,202313700125463,
202313800042,ADEPT,2023/2024,,2023-05-17,122,02,1,,1221890,DR,223.28,COK,1,202313700125464,
202313800043,ADEPT,2023/2024,,2023-05-17,122,02,1,,1221911,DR,500.00,COK,1,202313700125465,
202313800044,ADEPT,2023/2024,,2023-05-17,122,02,1,,1221953,DR,2000.00,COK,1,202313700125466,
202313800045,ADEPT,2023/2024,,2023-05-17,122,02,1,,1222509,DR,10333.19,COK,9,202313700125467,
202313800046,ADEPT,2023/2024,,2023-05-17,122,02,1,,1223704,DR,189.00,COK,1,202313700125468,
202313800047,ADEPT,2023/2024,,2023-05-17,122,02,1,,1223721,DR,550.00,COK,1,202313700125469,
202313800048,ADEPT,2023/2024,,2023-05-17,122,02,1,,1224390,DR,186.50,COK,1,202313700125471,
202313800049,ADEPT,2023/2024,,2023-05-17,122,02,1,,1224394,DR,889.50,COK,6,202313700125472,
202313800050,ADEPT,2023/2024,,2023-05-17,122,02,1,,1224395,DR,279.75,COK,1,202313700125473,
202313800051,ADEPT,2023/2024,,2023-05-17,122,02,1,,1228800,DR,100.00,COK,1,202313700125474,
202313800052,ADEPT,2023/2024,,2023-05-17,122,02,1,,1228891,DR,4111.57,COK,3,202313700125475,
202313800053,AFDEP,2023/2024,,2023-05-17,014,02,1,,0147036,DR,387.20,COL,2,202313700125424,
202313800054,DOMFR,2023/2024,,2023-05-17,014,02,1,,0147005,CR,687.56,COK,1,202313700125412,
202313800055,DOMFR,2023/2024,,2023-05-17,014,02,1,,0147008,CR,1127.84,COK,1,202313700125414,
202313800056,DOMFR,2023/2024,,2023-05-17,014,02,1,,0147010,CR,685.50,COK,1,202313700125416,
202313800057,DOMFR,2023/2024,,2023-05-17,014,02,1,,0147462,CR,6189.00,COK,1,202313700125425,
202313800058,DOMFR,2023/2024,,2023-05-17,018,02,1,,0188743,CR,390.83,COK,1,202313700125435,
202313800059,DOMFR,2023/2024,,2023-05-17,122,02,1,,1221494,CR,76.50,COK,1,202313700125456,
202313800060,DOMFR,2023/2024,,2023-05-17,122,02,1,,1223822,CR,7002.60,COK,1,202313700125470,
202313800061,JVEFI,2023/2024,,2023-05-18,005,02,1,,0050054,DR,666.73,CMC,6,202313800125478,
202313800062,JVEFI,2023/2024,,2023-05-18,018,02,1,,0182182,CR,998.52,CMC,1,202313800125492,
202313800063,JVEFI,2023/2024,,2023-05-18,018,02,1,,0182184,CR,5615.64,CMC,1,202313800125493,
202313800064,JVEFI,2023/2024,,2023-05-18,018,02,1,,0182350,CR,2618.00,CMC,1,202313800125494,
202313800065,JVEFI,2023/2024,,2023-05-18,018,02,1,,0189518,CR,19421.40,CMC,3,202313800125495,
202313800066,JVEFI,2023/2024,,2023-05-18,030,02,1,,0300503,DR,540.58,CMC,1,202313800125497,
202313800067,JVEFI,2023/2024,,2023-05-18,005,02,1,,0050054,CR,2424.59,CMC,4,202313800125478,
202313800068,JVEFI,2023/2024,,2023-05-18,018,02,1,,0182184,CR,1070.10,CMC,1,202313800125493,
202313800069,JVEFI,2023/2024,,2023-05-18,165,02,1,,1651651,CR,893.73,CMC,1,202313800125527,
202313800070,JVEFR,2023/2024,,2023-05-17,130,02,1,,1301278,DR,2235.06,CME,1,202313700125477,
202313800071,JVFID,2023/2024,,2023-05-18,097,02,1,,,DR,3152.29,JMU,1,202313800125505,
202313800072,JVFIR,2023/2024,,2023-05-18,097,02,1,,,DR,21596555.36,JMT,1,202313800125504,
202313800073,JVFIR,2023/2024,,2023-05-18,097,02,1,,,DR,7063835.45,JMT,1,202313800125504,
202313800074,JVFIR,2023/2024,,2023-05-18,097,02,1,,,DR,3465006.78,JMT,1,202313800125504,
202313800075,JVIVI,2023/2024,,2023-05-18,006,02,1,,0060000,CR,5168.67,CMD,3,202313800125479,
202313800076,JVIVR,2023/2024,,2023-05-17,006,02,1,,0060000,DR,306.10,CMF,1,202313700125407,
202313800077,RGEPA,2023/2024,,2023-05-17,097,02,1,,,DR,594721941.30,JMZ,1,202313700125444,
202313900000,EPAYR,2023/2024,,2023-05-18,097,02,1,,,DR,1459671.11,JMR,13,202313800125502,
202313900001,JVBDP,2023/2024,,2023-05-18,097,02,1,,,DR,7594518624.52,JMY,66,202313800125506,
202313900002,JVBRT,2023/2024,,2023-05-18,006,02,1,,0060000,DR,307744700.00,CMT,1,202313800125482,
202313900003,JVRDI,2023/2024,,2023-05-18,006,02,1,,0060000,DR,68805.69,CMI,20,202313800125481,
202313900004,JVRGI,2023/2024,,2023-05-18,097,02,1,,,DR,1401147138.92,JMG,70,202313800125500,
202313900005,RDBOA,2023/2024,,2023-05-18,097,02,1,,,DR,32088394.25,JND,3,202313800125508,
202313900006,JVLVP,2023/2024,,2023-05-18,097,02,1,,,DR,6978067947.77,JML,2,202313800125501,
202313900007,ADEPT,2023/2024,,2023-05-18,014,02,1,,0147005,DR,2733.45,COK,5,202313800125484,
202313900008,ADEPT,2023/2024,,2023-05-18,014,02,1,,0147011,DR,534.69,COK,2,202313800125485,
202313900009,ADEPT,2023/2024,,2023-05-18,014,02,1,,0147025,DR,783.45,COK,1,202313800125486,
202313900010,ADEPT,2023/2024,,2023-05-18,014,02,1,,0147031,DR,383.94,COK,3,202313800125487,
202313900011,ADEPT,2023/2024,,2023-05-18,014,02,1,,0147036,DR,158.20,COK,1,202313800125488,
202313900012,ADEPT,2023/2024,,2023-05-18,014,02,1,,0148455,DR,2692.00,COK,5,202313800125489,
202313900013,ADEPT,2023/2024,,2023-05-18,014,02,1,,0148460,DR,3761.00,COK,5,202313800125490,
202313900014,ADEPT,2023/2024,,2023-05-18,014,02,1,,0148477,DR,3400.00,COK,4,202313800125491,
202313900015,ADEPT,2023/2024,,2023-05-18,027,02,1,,0271000,DR,2034.00,COK,1,202313800125496,
202313900016,ADEPT,2023/2024,,2023-05-18,035,02,1,,0350000,DR,1310.55,COK,1,202313800125498,
202313900017,ADEPT,2023/2024,,2023-05-18,079,02,1,,0794223,DR,168.07,COK,1,202313800125499,
202313900018,ADEPT,2023/2024,,2023-05-18,122,02,1,,1220581,DR,182.34,COK,2,202313800125509,
202313900019,ADEPT,2023/2024,,2023-05-18,122,02,1,,1220583,DR,73.11,COK,1,202313800125510,
202313900020,ADEPT,2023/2024,,2023-05-18,122,02,1,,1220691,DR,140.25,COK,1,202313800125511,
202313900021,ADEPT,2023/2024,,2023-05-18,122,02,1,,1221491,DR,803.32,COK,4,202313800125512,
202313900022,ADEPT,2023/2024,,2023-05-18,122,02,1,,1221493,DR,642.60,COK,1,202313800125513,
